"https://drive.google.com/drive/folders/1azGeDDEL5DgmIMa9Cwk-9TI0sdgq3ofB?usp=drive_link","Tipo","Provincia","Localidad","Barrio","Domicilio","Cód. Postal","Cuit","Telefono","Ap.Vacuna","Ap.Vacuna Menor"
"Sindical Sutiaga Ii","Farmacia","Cordoba","Cordoba","Cordoba","ESTRADA 199","5000","30-54000445-1","","No","No"
"Sindical Uepc","Farmacia","Cordoba","Cordoba","Cordoba","Salta 138/40/44","5000","30-53550620-1","","No","No"
"Sucre","Farmacia","Cordoba","Cordoba","Cordoba","José Antonio De Sucre 291","5000","20-21395258-8","","No","No"
"Suquia 2","Farmacia","Cordoba","Cordoba","Cordoba","Manuel de Escalada 3487","5012","27-21391225-4","","No","No"
"Sv Farma 10","Farmacia","Cordoba","Cordoba","Arguello","Av. Armada Argentina 46","5016","30-71035063-5","","No","No"
"Sv Farma 6","Farmacia","Cordoba","Cordoba","Cordoba","Dr. T. Achaval Rodriguez 200","5000","30-71526134-7","","No","No"
"Sv Farma 9","Farmacia","Cordoba","Cordoba","Villa Aeronautica","Av. Pablo Ricchieri 2979","5014","30-71035063-5","","No","No"
"Sv Farma I","Farmacia","Cordoba","Cordoba","Alta Cordoba","Mariano Fragueiro 1978","5001","30-71526134-7","","No","No"
"Sv Farma Ii","Farmacia","Cordoba","Cordoba","Cordoba","Avenida Colón 215","5000","30-71526134-7","","No","No"
"Sv Farma Iii","Farmacia","Cordoba","Cordoba","General Paz","Avenida General Paz 334","5000","30-71035063-5","","No","No"
"Sv Farma Iv","Farmacia","Cordoba","Cordoba","Cordoba","Avenida Marcelo T. de Alvear 802","5000","30-71035063-5","","No","No"
"Svfarma 8","Farmacia","Cordoba","Cordoba","Cerro de las Rosas","Av. Rafael Núñez 5887","5021","30-71035063-5","","Si","Si"
"Svfarma V","Farmacia","Cordoba","Cordoba","Villa Belgrano","Av. Recta Martinolli 6761","5021","30-71526134-7","","No","No"
"Tenllado","Farmacia","Cordoba","Cordoba","Cordoba","Almte. Guillermo Brown 486, X5001 CóRdoba","5003","27-16083981-9","","No","No"
"Tenllado Ii","Farmacia","Cordoba","Cordoba","Talleres","Av. Duarte QuiróS 2592, X5002aow CóRdoba","5003","27-16083981-9","","No","No"
"Vacunatorio Mega Salud - Nueva Cordoba","Vacunatorio","Cordoba","Cordoba","Cordoba","Santiago Derqui 9","5000","30-71437593-4","","Si","No"
"Valentini","Farmacia","Cordoba","Cordoba","Talleres","PANAMÁ 2356","5004","20-24692053-3","","No","No"
"Valparaiso Ii","Farmacia","Cordoba","Cordoba","Horizonte Sur","Publica 9 4618 Bº Carrara De Horizonte Sur","","27-14460033-4","","No","No"
"Viamonte ","Farmacia","Cordoba","Cordoba","Cofico","Av 24 De Septiembre 1400","5004","27-18372146-7","","Si","No"
"Cassina Corral De Bustos","Farmacia","Cordoba","Corral De Bustos","Corral De Bustos","Catamarca 289","2645","27-27599994-1","","No","No"
"Cupellino","Farmacia","Cordoba","Corral De Bustos","Corral De Bustos","Presbitero Esteban González","2645","23-22828859-4","","Si","Si"
"Farmacia Suhr","Farmacia","Cordoba","Corral De Bustos","Corral De Bustos","Edison 425, Corral De Bustos, CóRdoba","5000","27-31795549-4","","No","No"
"Priotti","Farmacia","Cordoba","Corral De Bustos","Corral De Bustos","CORDOBA 767","2645","27-20825312-9","","No","No"
"Farmacia Arguello ","Farmacia","Cordoba","Cosquin","Cosquin","SAN MARTIN 1353","5166","27-20325814-9","","No","No"
"Farmacia Cosquin","Farmacia","Cordoba","Cosquin","Cosquin","Presidente Peron 803","5166","30-71181849-5","","No","No"
"Farmacia Del Super","Farmacia","Cordoba","Cosquin","Cosquin","Av San Martin 1125","5166","20-13513342-7","","No","No"
"Farmacia Punilla","Farmacia","Cordoba","Cosquin","Cosquin","SAN MARTIN 636","5166","27-16632711-9","","Si","Si"
"General Paz","Farmacia","Cordoba","Cosquin","Cosquin","Presidente Peron 937","5166","30-68978301-1","","No","No"
"Noya","Farmacia","Cordoba","Cosquin","Cosquin","Avenida San Martin 949, Cosquín, Córdoba, Argentina","5166","27-05658539-2","","No","No"
"Temprana","Farmacia","Cordoba","Cosquin","Cosquin","Pres. Perón 552","5166","27-30721120-9","","No","No"
"Farmacia Paris","Farmacia","Cordoba","Cruz Del Eje","Cruz Del Eje","Rivadavia 302","5280","27-10695334-7","","No","No"
"Farmacia Rivadavia","Farmacia","Cordoba","Cruz Del Eje","Cruz Del Eje","Eva Peron 1646","5280","30-70832457-0","","No","No"
"Inda","Farmacia","Cordoba","Cruz Del Eje","Cruz Del Eje","Felix Caceres, Juan José Castelli Y, X5280 Cruz Del Eje, Córdoba","","27-07951677-0","","No","No"
"Olsina 2","Farmacia","Cordoba","Despeñaderos","Despeñaderos","Bv. Hipolito Yrigoyen 1051, X5121 Despeñaderos, Córdoba","5121","20-23110237-0","","Si","No"
"Farmasol","Farmacia","Cordoba","Villa Devoto","Villa Devoto","Bv. 25 De Mayo 1006","2424","30-63939527-4","","No","No"
"Portal Del Sol","Farmacia","Cordoba","Villa Devoto","Villa Devoto","Mariano Moreno 202","2424","27-27870853-0","","No","No"
"Alberici","Farmacia","Cordoba","Elena","Elena","San Juan 72 San Juan","5815","27-33851041-7","","Si","No"
"Echenique","Farmacia","Cordoba","Elena","Elena","Alberdi 254","5815","27-27502053-8","","Si","Si"
"Vitalfarma","Farmacia","Cordoba","Embalse","Embalse","General Pistarini 244","5856","27-36487471-0","","Si","No"
"Vitalfarma Ii","Farmacia","Cordoba","Embalse","Embalse","Cabo 1º Huanca 733","5856","20-35894552-0","","No","No"
"Bamba","Farmacia","Cordoba","Estancia Vieja","Estancia Vieja","C. Publica 520","","20-39934232-6","","No","No"
"Farmaplus","Farmacia","Cordoba","Etruria","Etruria","Juan Boschetti 499","2681","20-23806886-0","","Si","Si"
"Mutual Amur (freyre)","Farmacia","Cordoba","Freyre","Freyre","Boulevard 25 de Mayo 360, Freyre, Provincia de Córdoba, Argentina","2413","30-56751013-8","","No","No"
"Red Colon","Farmacia","Cordoba","Gama","Gama","Local 8 Ciudad Gama, Av. Colón 5034","5817","30-71569993-8","","No","No"
"Farmacia Marengo","Farmacia","Cordoba","General Deheza","General Deheza","Santa Fe 542","5923","20-06603054-8","","No","No"
"Farmacia Odetti De Pignatelli","Farmacia","Cordoba","General Deheza","General Deheza","Blvd. Almte. Brown 169","5923","27-16856923-3","","No","No"
"Marabini","Farmacia","Cordoba","General Deheza","General Deheza","B.v. 25 De Mayo 355","5923","20-13221432-9","","Si","No"
"Romy","Farmacia","Cordoba","General Deheza","General Deheza","Uruguay 490,x5923 Gral. Deheza, Córdoba","5923","27-35278955-6","","No","No"
"3 De Abril","Farmacia","Cordoba","Hernando","Hernando","Liniers 446","5929","27-22738306-8","","Si","No"
"Chiodini","Farmacia","Cordoba","Hernando","Hernando","Liniers 202","5928","27-17555296-6","","Si","Si"
"Ferrari","Farmacia","Cordoba","Hernando","Hernando","Carlos Pellegrini 154","5929","27-38476989-1","","No","No"
"Riorda","Farmacia","Cordoba","Hernando","Hernando","Uruguay 99","5929","20-22145143-1","","Si","Si"
"Farmacia General Paz Huerta Grande","Farmacia","Cordoba","Huerta Grande","Huerta Grande","Av. San Martin 945","5174","30-68978301-1","","No","No"
"Sandra Beatriz Gutierrez","Farmacia","Cordoba","Huinca Renanco","Huinca Renanco","Blvd. Antonio Olivero 201","6270","27-22009577-6","","Si","No"
"Silvane","Farmacia","Cordoba","Huinca Renanco","Huinca Renanco","Formosa 179","6270","20-38161957-6","","Si","Si"
"Catera","Farmacia","Cordoba","Inriville","Inriville","Libertad 496","2587","20-21693793-8","","Si","No"
"Farmacia Bisonni","Farmacia","Cordoba","Inriville","Inriville","Justo José de Urquiza 344","2587","27-20077581-9","","No","No"
"Inriville","Farmacia","Cordoba","Inriville","Inriville","Hipólito Yrigoyen 665","2587","27-35675884-1","","Si","Si"
"Bischoff De Echenique","Farmacia","Cordoba","Isla Verde","Isla Verde","Sarmiento 472","8316","27-12711016-1","","Si","Si"
"Fasolis Aicardi","Farmacia","Cordoba","James Craik","James Craik","Bv Sabattini Entre Cordoba y Pasteur","5984","27-22996352-5","","Si","No"
"Fasolis Abello","Farmacia","Cordoba","James Craik","James Craik","Jose Maria Salgueiro 301","5984","20-20818670-2","","Si","No"
"Lerda Nicolino","Farmacia","Cordoba","James Craik","James Craik","INTENDENTE MOYA 159","5984","23-18380995-4","","No","No"
"Capdevila I","Farmacia","Cordoba","Jesus Maria","Jesus Maria","C. Gral. Bustos 1459","5220","27-22183780-6","","No","No"
"Daniotti Casa Central","Farmacia","Cordoba","Jesus Maria","Jesus Maria","Vicente Agüero 336","5220","20-18274409-4","","No","No"
"Farmacia Derma","Farmacia","Cordoba","Jesus Maria","Jesus Maria","Av. Miguel Juarez 1416","5220","27-27838943-5","","No","No"
"Farmacia Rossotti","Farmacia","Cordoba","Jesus Maria","Jesus Maria","ITALIA 631","5220","27-16032395-2","","Si","No"
"Farmacia Sergio Lopez","Farmacia","Cordoba","Jesus Maria","Jesus Maria","MIGUEL JUAREZ AVDA. 575","5220","30-71667412-2","","Si","No"
"Farmacity 402 - Jesus Maria","Farmacia","Cordoba","Jesus Maria","Jesus Maria","Tucumán 400","5220","30-69213874-7","","No","No"
"Farmaflores","Farmacia","Cordoba","Jesus Maria","Jesus Maria","Corrientes, Esquina Ruta 9, Local 36, X5220 Jesus María, Córdoba, Argentina","5220","30-71037100-4","","No","No"
"Flores Iii","Farmacia","Cordoba","Jesus Maria","Jesus Maria","Italia 702","5220","30-71037100-4","","No","No"
"Zaya","Farmacia","Cordoba","Jesus Maria","Jesus Maria","Tucuman 802, Esq Zipoli ","5220","20-11573303-7","","No","No"
"Alvear 4 ","Farmacia","Cordoba","La Calera","La Calera","Saul Moyano 253","5151","30-71537734-5","","No","No"
"Farmacity 377 - Interconutry Calera","Farmacia","Cordoba","La Calera","La Calera","Av. Los Alamos 1015","5151","30-69213874-7","","No","No"
"Sarmiento I","Farmacia","Cordoba","La Calera","La Calera","General Paz 146","5151","30-69301652-1","","No","No"
"Farmacia 25 De Mayo","Farmacia","Cordoba","La Cumbre","La Cumbre","25 de mayo 222","5178","30-71181849-5","","No","No"
"Farmacia La Cumbre","Farmacia","Cordoba","La Cumbre","La Cumbre","Belgrano 532","5178","30-71181849-5","","No","No"
"Farmacia 9 De Julio","Farmacia","Cordoba","La Falda","La Falda","9 de julio 418","5172","30-71181849-5","","No","No"
"Farmacia Avenida Del Sol","Farmacia","Cordoba","La Falda","La Falda","Av Edén 604","5172","30-70832457-0","","No","No"
"Farmacia Eden","Farmacia","Cordoba","La Falda","La Falda","Av Edén 299","5172","20-13513342-7","","No","No"
"Farmacia La Falda","Farmacia","Cordoba","La Falda","La Falda","Av Eden 101","5172","30-70832457-0","","No","No"
"General Paz-la Falda- Del Centro ","Farmacia","Cordoba","La Falda","La Falda","Sarmiento 436, La Falda, Córdoba, Argentina","5172","30-68978301-1","","Si","No"
"Asklepios Farm","Farmacia","Cordoba","Laguna Larga","Laguna Larga","San Nicolas 346","","27-32292350-9","","No","No"
"Farmacia Demaria","Farmacia","Cordoba","Laguna Larga","Laguna Larga","Calle Rodríguez 154","5874","27-22301058-5","","No","No"
"Sampaolesi","Farmacia","Cordoba","Laguna Larga","Laguna Larga","Gral. Paz 792","5974","27-24254049-8","","Si","Si"
"Daniele","Farmacia","Cordoba","Las Varillas","Las Varillas","B. Rivadavia 285","5940","27-20363948-7","","Si","No"
"Farmacia Baldrich Miretti","Farmacia","Cordoba","Las Varillas","Las Varillas","Manuel Belgrano 115, Las Varillas, Provincia de Córdoba, Argentina","5940","27-23981548-6","","No","No"
"Farmacia Norma Rubiolo","Farmacia","Cordoba","Las Varillas","Las Varillas","Martín Güemes 43, X5941 Las Varillas, Córdoba, Argentina","5941","27-23671901-3","","Si","No"
"Farmacia Sindical Centroempleados De Comerc","Farmacia","Cordoba","Las Varillas","Las Varillas","Escribano Luis Morelli 253","5940","30-60577292-3","","No","No"
"Farmavida Xvi","Farmacia","Cordoba","Las Varillas","Las Varillas","Carlos Pellegrini 132","5940","30-66941453-2","","Si","No"
"Vietto ","Farmacia","Cordoba","Las Varillas","Las Varillas","Gral. Roca 52","5940","27-32520280-2","","No","No"
"Bottallo","Farmacia","Cordoba","Leones","Leones","BOULEVARD MANUEL BELGRANO 1401","2594","27-16885768-9","","Si","No"
"Farmacia San Ignacio","Farmacia","Cordoba","Leones","Leones","Av. Belgrano 736, X2594 Leones, Córdoba, Argentina","2594","30-71822053-6","","Si","Si"
"Novofarma","Farmacia","Cordoba","Leones","Leones","D. HernáNdez 1006","2594","27-33728070-1","","No","No"
"Farmacia Ciancia Depretis ","Farmacia","Cordoba","Los Condores","Los Condores","Avenida Don Bosco 310","5823","23-17154246-4","","No","No"
"Farmacia Sanar","Farmacia","Cordoba","Los Condores","Los Condores","Moreno 228","5823","27-25175540-5","","No","No"
"Brunetto","Farmacia","Cordoba","Luque","Luque","Av. Maipú 975","5967","27-24520589-4","","Si","Si"
"Farmacia Gaviglio","Farmacia","Cordoba","Luque","Luque","9 DE JULIO 760","5967","27-16633487-5","","Si","No"
"Medifarma","Farmacia","Cordoba","Luque","Luque","9 De Julio 1098","5967","23-32079762-4","","No","No"
"Prosperi","Farmacia","Cordoba","Luque","Luque","San Martín 129","5967","27-20075620-2","","Si","Si"
"Ruta 13","Farmacia","Cordoba","Luque","Luque","Avenida Cordoba 821, Luque, Provincia de Córdoba, Argentina","14120","27-26565589-6","","No","No"
"Farmacia Alben","Farmacia","Cordoba","Malagueño","Malagueño","Segundo D. Rodriguez 1147","5187","27-27959561-6","","No","No"
"Sanchez Antoniolli 18","Farmacia","Cordoba","Malagueño","Malagueño","Ruta Provincial C45 1, Malagueño, Córdoba, Argentina","5101","30-70882226-0","","No","No"
"Haniewicz Iii","Farmacia","Cordoba","Malvinas Argentinas","Malvinas Argentinas","AV SAN MARTIN 635 MALVINAS ARGENTINAS 2da SECC","5125","20-22036999-5","","No","No"
"Sanchez Antoniolli 30","Farmacia","Cordoba","Manantiales","Manantiales","Avda Rufino Varela Ortiz S/n Mza 119 Parcela 12 P.b. Bº Manantiales","5000","30-70882226-0","","No","No"
"Bonifacio ","Farmacia","Cordoba","Marcos Juarez","Marcos Juarez","Roque Sáenz Peña 1201","2580","20-37225649-5","","No","No"
"Farmacia Bosio Scortichini ","Farmacia","Cordoba","Marcos Juarez","Marcos Juarez","Boulevard Hipólito Irigoyen 1296  ","2580","27-17054254-7","","Si","Si"
"Farmacia Moderna X","Farmacia","Cordoba","Marcos Juarez","Marcos Juarez","GBH, San Martín 886","2580","30-70889665-5","","No","No"
"Farmacia Stanich","Farmacia","Cordoba","Marcos Juarez","Marcos Juarez","Roque Sáenz Peña 809, X2580 Ftm, Córdoba, Argentina","2580","27-18053549-2","","No","No"
"Moderna Iii ","Farmacia","Cordoba","Marcos Juarez","Marcos Juarez","Beiró 301, Marcos Juárez, Córdoba, Argentina","2580","30-66942814-2","","Si","No"
"Ongini Beatriz Maria","Farmacia","Cordoba","Marcos Juarez","Marcos Juarez","Jujuy 548","2580","27-16652797-5","","No","No"
"Santamaria","Farmacia","Cordoba","Marcos Juarez","Marcos Juarez","Alem 498","2580","30-71585179-9","","No","No"
"Farmasol Gramaglia","Farmacia","Cordoba","Mendiolaza","Mendiolaza","Av. Martín Tissera 3597","5107","27-18496678-1","","Si","No"
"Gramigna","Farmacia","Cordoba","Mendiolaza","Mendiolaza","Avenida Tiburcio Tissera 2997","5108","27-26481194-0","","Si","Si"
"Los Aromos","Farmacia","Cordoba","Mendiolaza","Mendiolaza","Av. Los Aromos 206","5189","27-41322975-3","","Si","Si"
"Farmacia Savy ","Farmacia","Cordoba","Monte Buey","Monte Buey","MARIANO MORENO 302","2589","27-33603084-1","","Si","Si"
"Hospital Italiano Monte Buey","Farmacia","Cordoba","Monte Buey","Monte Buey","Bartolomé Mitre 58","2589","30-64885478-8","","No","No"
"Farmacia Lopez Blangino 2","Farmacia","Cordoba","Monte Cristo","Monte Cristo","DAVID LINARES 35","5125","27-11727365-8","","No","No"
"Haniewicz ","Farmacia","Cordoba","Monte Cristo","Monte Cristo","MANUEL PIZARRO 212","5124","20-22036999-5","","No","No"
"Lopez Blangino 1","Farmacia","Cordoba","Monte Cristo","Monte Cristo","Sarmiento 375","5125","27-11727365-8","","No","No"
"Canello","Farmacia","Cordoba","Morteros","Morteros","Av Libertador 262","2421","27-16129396-8","","Si","No"
"Farmavitus","Farmacia","Cordoba","Morteros","Morteros","HIpolito irigoyen 1098","2421","30-67428685-2","","No","No"
"Marcos Morello","Farmacia","Cordoba","Morteros","Morteros","ITALIA 840","2421","20-18496062-2","","Si","Si"
"Sanchez","Farmacia","Cordoba","Morteros","Morteros","Boulevard Presidente Perón 62, X2421 Morteros, Córdoba","2421","27-34051820-4","","No","No"
"Farmacia Guillermo Cuassolo","Farmacia","Cordoba","Oliva","Oliva","Monseñor Gallardo 201, Oliva, Provincia de Córdoba, Argentina","5980","20-22378494-2","","No","No"
"Farmacia Dezotti","Farmacia","Cordoba","Oncativo","Oncativo","San Martín 601","5986","27-22322471-2","","Si","No"
"Farmacia Santa Rosa","Farmacia","Cordoba","Oncativo","Oncativo","Blvd. 25 De Mayo 1110","5986","30-71873649-4","","Si","Si"
"Farmax Ii","Farmacia","Cordoba","Oncativo","Oncativo","Las Heras 151","5986","20-18408271-4","","No","No"
"Frassa","Farmacia","Cordoba","Oncativo","Oncativo","Las Heras 253","5986","23-29879378-4","","Si","No"
"Guadalupe","Farmacia","Cordoba","Oncativo","Oncativo","PIACENZA 226","5986","23-30947696-4","","No","No"
"Massola Ii","Farmacia","Cordoba","Oncativo","Oncativo","Blvd. Belgrano 372","5986","27-16781715-2","","Si","Si"
"Mutual Oncativo","Farmacia","Cordoba","Oncativo","Oncativo","Uruguay 532","5986","30-70746623-1","","No","No"
"Vida ","Farmacia","Cordoba","Oncativo","Oncativo","Boulevard Belgrano 661","5986","23-20672762-4","","No","No"
"Del Pueblo","Farmacia","Cordoba","Ordoñez","Ordoñez","CALLE 1 N 954","2555","27-37144121-8","","No","No"
"Farmabel","Farmacia","Cordoba","Parqu Futura","Parqu Futura","Tegucigalpa 6090","5000","20-34990791-8","","No","No"
"Biosalud","Farmacia","Cordoba","Pilar","Pilar","Rafael Nuñez 1241","5972","23-17101319-4","","No","No"
"Farmaplus","Farmacia","Cordoba","Pilar","Pilar","Bv. Juan Bautista Alberdi & Profesor Gildo Giotto, Pilar, Provincia de Córdoba, Argentina","5972","27-36186561-3","","Si","No"
"Farmax Robert","Farmacia","Cordoba","Pilar","Pilar","Bv Argentino 995","5972","30-71678481-5","","Si","No"
"Tiranti Frola","Farmacia","Cordoba","Portena","Portena","Av. Simón Daniele 301","2415","27-24420044-9","","No","No"
"Farmacia Clemente","Farmacia","Cordoba","Porteña","Porteña","Bv. 25 de Mayo 768","2415","23-31378105-4","","No","No"
"Farmacia Mondino","Farmacia","Cordoba","Porteña","Porteña","San Martin 658","X2415BQS","27-22423074-0","","Si","Si"
"Mi Pueblo","Farmacia","Cordoba","Pueblo Italiano","Pueblo Italiano","Av Córdoba 441","2653","27-36491087-3","","No","No"
"Del Sol","Farmacia","Cordoba","Rio Ceballos","Rio Ceballos","Av. San Martín 5049","5111","27-20465140-5","","Si","Si"
"Estevan De Ergueta - Rio Ceballos","Farmacia","Cordoba","Rio Ceballos","Rio Ceballos","Av. San Martin 4426","5111","27-05983412-1","","No","No"
"General Paz - Rio Ceballos","Farmacia","Cordoba","Rio Ceballos","Rio Ceballos","Av. San Martín 3145, Córdoba","5111","30-68978301-1","","Si","No"
"Nuevo Río Ceballos","Farmacia","Cordoba","Rio Ceballos","Rio Ceballos","E53 Km 19 Local 4","5111","30-71408887-1","","No","No"
"Cooperativa Medica De Provision Consumo Limitada","Farmacia","Cordoba","Rio Cuarto","Rio Cuarto","25 de Mayo 344","5800","30-52208841-9","","No","No"
"Farmacia Del Pueblo","Farmacia","Cordoba","Rio Cuarto","Rio Cuarto","Constitución 901","5800","20-17018482-4","","No","No"
"Farmacia Del Pueblo Villadalcar","Farmacia","Cordoba","Rio Cuarto","Rio Cuarto","Wenseslao Tejerina 241, Río Cuarto, Provincia de Córdoba, Argentina","5800","20-10821454-7","","No","No"
"Farmacia Del Sud Suc. 1","Farmacia","Cordoba","Rio Cuarto","Rio Cuarto","AV. SABATTINI 3104","5802","30-69756087-0","","Si","Si"
"Farmacia Del Sud Suc. 2","Farmacia","Cordoba","Rio Cuarto","Rio Cuarto","ALVEAR 872","5800","33-70957712-9","","Si","Si"
"Farmacia Del Sud Suc. 3","Farmacia","Cordoba","Rio Cuarto","Rio Cuarto","SAN MARTIN 1030","5800","30-69756087-0","","Si","Si"
"Farmacia Del Sud Suc. 4","Farmacia","Cordoba","Rio Cuarto","Rio Cuarto","H. IRIGOYEN 1039","5800","30-66905925-2","","Si","Si"
"Farmacia Del Sud Suc. 5","Farmacia","Cordoba","Rio Cuarto","Rio Cuarto","San Martin 2108","5800","33-70957712-9","","Si","Si"
"Farmacia Del Sud Suc. 6","Farmacia","Cordoba","Rio Cuarto","Rio Cuarto","ALVEAR 1227","5800","33-70957712-9","","Si","Si"
"Farmacia Del Sud Suc. 7","Farmacia","Cordoba","Rio Cuarto","Rio Cuarto","Avenida Italia 1302","5800","30-69756087-0","","Si","Si"
"Farmacia Del Sud Suc. 9","Farmacia","Cordoba","Rio Cuarto","Rio Cuarto","J.J. CASTELLI 1095/1097","5800","30-71653556-4","","Si","Si"
"Farmacia Garcia Cocco","Farmacia","Cordoba","Rio Cuarto","Rio Cuarto","Avenida Italia 1198","5800","20-06562944-6","","No","No"
