https://drive.google.com/drive/folders/1azGeDDEL5DgmIMa9Cwk-9TI0sdgq3ofB?usp=drive_link,Tipo,Provincia,Localidad,Barrio,Domicilio,Cód. Postal,Cuit,Telefono,Ap.Vacuna,Ap.Vacuna Menor
Farmacia Bergese,Farmacia,Santa Fe,Rosario,,"Sarmiento 999, Rosario, Santa Fe, Argentina",2000,27-17834855-3,(0341) 3848421,Si,No
Farmacia Arguello ,Farmacia,Cordoba,Cosquin,,SAN MARTIN 1353,5166,27-20325814-9,(03541) 450389,No,No
Farmacia Stiefel ,Farmacia,Santa Fe,Rosario,,BV RONDEAU 1642,2005,30-71445747-7,341-3230645,No,No
Trasel,Farmacia,Buenos Aires,Berazategui,, Av. 21 3153,1884,30-71546164-8,1142567930,Si,Si
Pharmavip Scs (Farmacia Bauza),Farmacia,Buenos Aires,Mar Del Plata,,"Avenida Mario Bravo 3453, Mar del Plata, Provincia de Buenos Aires, Argentina",7600,30-71590882-0,(0223) 5798821,Si,No
Farmacia Bahia,Farmacia,Santa Fe,Rosario,,BAHIA BLANCA 388 BIS,20313,27-13958988-8,(0341)439-0041,No,No
Ms Superi Sa ,Farmacia,Capital Federal,Capital Federal,VILLA URQUIZA,LA PAMPA 3400,1430,30-69880829-9,(011) 4552-3271,No,No
Aimetta,Farmacia,Cordoba,San Francisco,,BELGRANO 2089,2400,27-20699521-7,(03564)43-5198,No,No
Farmacia Del Valle ,Farmacia,Santa Fe,Arequito,,ALEM 1340,2183,27-18569321-5,(03464)47-0885,No,No
 Del Provincia Scs,Farmacia,Buenos Aires,Francisco Alvarez,,José Ignacio Gorriti 1232,1746,30-71518287-0,(0237)4832352,No,No
Axion Farma,Farmacia,Buenos Aires,Paso Del Rey,,QUILMES 4521,1742,30-71499276-3,(0237)46-83574,No,No
Farmacia Thompson,Farmacia,Entre Rios,Parana,,VICTORIA 700,3100,27-18243125-2,0343 421-8802,Si,No
Galeno Punta Alta,Farmacia,Buenos Aires,Punta Alta,,Mitre 913,8109,30-71133712-8,(02932)613433,No,No
Farmacia Chiabrando,Farmacia,Santa Fe,Rosario,,ENTRE RIOS 1121,2000,27-27031074-0,0341 299-2604,Si,No
Farmacia Plazza,Farmacia,Buenos Aires,Paso Del Rey,,Avenida Bartolomé Mitre 1322,1742,27-17770102-0,(0237)466-5154,No,No
Farmacia Bidegorry,Farmacia,Entre Rios,Villaguay,,LEOPOLDO HERRERA AVDA. 1095,3240,20-12742826-4,(03455)42-2205,No,No
Farmacia Rivadavia,Farmacia,Entre Rios,Parana,,Alameda de la Federación 399,3100,30-71662218-1,(0343) 4840560,No,No
Farmacia Belgrano,Farmacia,Santa Fe,Rosario,,MENDOZA 6998,2008,27-17515349-2,(0341)456-6416,No,No
Farmacia Social Bancaria,Farmacia,Entre Rios,Parana,,ESPAÑA 69,3100,33-50000999-9,(0343)-4235262,No,No
Farmacia Baretta,Farmacia,Buenos Aires,Pilar,,"Victor Vergani 873, Pilar, Provincia de Buenos Aires, Argentina",1629,30-58266357-9,(0230)442-0135,No,No
Farmacia Lubian,Farmacia,Buenos Aires,Pilar,,"Manuel de Sarratea 15, Manuel Alberti, Pilar, Provincia de Buenos Aires, Argentina",1629,30-71532595-7,(0230)442-1889,No,No
Farmacia Sanguinetti,Farmacia,Buenos Aires,Pilar,,"Avenida Tomás Márquez 1017, Pilar Centro, Provincia de Buenos Aires, Argentina",1629,33-71196906-9,(0230)442-7101,Si,No
Sanchez Antoniolli Xi,Farmacia,Cordoba,Cordoba,,"Avenida Vélez Sarfiel 3426, Ciudad de Córdoba, Provincia de Córdoba, Argentina",5016,30-70882226-0,(0351)466-9312,No,No
Dagnino,Farmacia,Buenos Aires,Jauregui,,Tropero Moreira 1190,6706,20-12410813-7,(02323)49-4694,No,No
Farmacia Saia,Farmacia,Santa Fe,Rosario,,Francia 1501,2000,27-24688995-9,0341-430-9427,No,No
Farmacia Culla,Farmacia,Santa Fe,Rosario,,EVA PERON 5401,2008,23-25959222-4,(0341)457-2715,Si,No
Farmacia Riadigos Mesa,Farmacia,Buenos Aires,Mar Del Plata,GENERAL ROCA,Alberti 2298,7600,30-71594579-3,(0223)494-4230,No,No
Mutual Amur (santa Fe),Farmacia,Santa Fe,Santa Fe,,"25 de Mayo 2091, Ciudad de Santa Fe, Provincia de Santa Fe, Argentina",3000,30-56751013-8,(0342)4595002,No,No
Farmacia Betz,Farmacia,Buenos Aires,Olavarria,,"Avenida Pringles 2035, Olavarría, Provincia de Buenos Aires, Argentina",7400,27-34623725-8,(0228)441-1690,Si,No
Farmacia Sucursal Calzia Javier,Farmacia,Santa Fe,San Lorenzo,,"Belgrano 675, San Lorenzo, Provincia de Santa Fe, Argentina",2200,20-16837885-9,(03476)-426118,No,No
Farmacia Moreno,Farmacia,Santa Fe,Rafaela,,"Moreno 202, Rafaela, Provincia de Santa Fe, Argentina",2300,20-29312602-0,(03492)-423473,No,No
Farmacia Libertador,Farmacia,Buenos Aires,Vicente Lopez,,"Avenida del Libertador 1452, Vicente López, Provincia de Buenos Aires, Argentina",1638,30-71506976-4,(011)4791-1616,No,No
Zera S.c.s,Farmacia,Buenos Aires,Vicente Lopez,,Julio Argentino Roca 702,1638,30-71519230-2,8102221400,Si,Si
San Francisco Vi,Farmacia,Salta,Salta,,JUAN DOMINGO PERON 2983,4410,33-68125608-9,(0387)436-5601,Si,No
San Francisco Vii,Farmacia,Salta,Salta,,NECOCHEA 419,4400,33-68125608-9,(0387)431-9100,Si,No
La Esquina Mitre,Farmacia,Santiago Del Estero,Santiago Del Estero,,MITRE 270,4200,30-71493386-4,(0385) 4225777,No,No
La Esquina Independencia,Farmacia,Santiago Del Estero,Santiago Del Estero,,INDEPENDENCIA 2580,4200,30-71493386-4,(0385) 6994861,No,No
La Esquina Chasqui,Farmacia,Santiago Del Estero,Santiago Del Estero,,BELGRANO 2595,4200,30-70918938-3,(0385)-4274841 / (0385)-4218668 CONTACTO ÁGIL,No,No
Farmacia Global Alpina Fotheringham,Farmacia,Neuquen,Neuquen,,FOTHERINGHAM 150,8300,33-71595203-9,(0299) 4470558,Si,No
Borgnino,Farmacia,Cordoba,Cordoba,CERRO DE LAS ROSAS,FERNANDO FADER AVDA.4057,5900,27-17155441-7,(0351)481-0581,Si,No
Farmacia S.A.G.,Farmacia,Capital Federal,Capital Federal,CABALLITO,Avenida Juan Bautista Alberdi 202,1424,27-14309210-6,(011) 49250333,No,No
Farmacia Feldman ,Farmacia,Buenos Aires,Quilmes,,"Avenida Carlos Pellegrini 48, Quilmes, Provincia de Buenos Aires, Argentina",1878,27-20666419-9,(011)4224-8585,No,No
Farmacia Robiano ,Farmacia,Buenos Aires,Lujan,,"Avenida Humberto Primo 701, Luján, Provincia de Buenos Aires, Argentina",6700,23-14490449-4,(02323)42-1560,No,No
Cano,Farmacia,Buenos Aires,Ciudad Evita,,Bevilacqua 1953,7118,20-12690796-7,(011) 44871122,No,No
General Paz Chacabuco,Farmacia,Cordoba,Cordoba,NUEVA CORDOBA,"Boulevard Chacabuco 787, Córdoba, Argentina",5000,30-68978301-1,(0351)448-8331,Si,No
Farmaplus 26 Echeverria ,Farmacia,Capital Federal,Capital Federal,Belgrano,ECHEVERRIA 3187,1428,30-70869087-9,(011)4547-3500,No,No
Ariel Krulewetki (Farmacia Nueva Casella),Farmacia,Buenos Aires,Hurlingham,,"Avenida Coronel Roca 1016, Buenos Aires, Argentina",1686,20-23251210-6,(011)4452-0815,Si,No
Farmacia Suarez,Farmacia,Buenos Aires,La Plata,,Av. 66 N 2716,1910,30-62167062-6,(0221) 4509364,No,No
Farmacia Lumani,Farmacia,Santa Fe,Rosario,,"San Luis 2922, Rosario, Provincia de Santa Fe, Argentina",2002,27-20686540-2,(0341)435-1037,Si,No
Farmacia Vermouth,Farmacia,Cordoba,Cordoba,,MARCELO T. DE ALVEAR 704,X5014MFA,20-34315928-6,(0351)463-0919,Si,No
Farmacia Los Alamos (Maipu) ,Farmacia,San Luis,San Luis,,MAIPU 935,5700,30-71497026-3,(0266)442-1347,Si,No
Farmacia Los Alamos (San Martin)),Farmacia,San Luis,San Luis,,SAN MARTIN 502,5700,30-71497026-3,(0266)442-1587,Si,No
Farmacia Los Alamos (Junin),Farmacia,San Luis,San Luis,,JUNIN 914,5700,30-71497026-3,(0266)442-4139,No,No
Farmacia Los Alamos (Las Heras ),Farmacia,San Luis,San Luis,,SAN MARTIN 1196,5700,30-71497026-3,(0266)442-2258,Si,No
Farmacia Los Alamos ( Bolivar),Farmacia,San Luis,San Luis,,BOLIVAR 1259,5700,30-71497026-3,(0266)442-2681,No,No
San Luis De La Sierra Srl ,Farmacia,San Luis,San Luis,,"Rivadavia 1052, San Luis",5702,30-71098414-6,(0266)442-6739,No,No
Farmacia Sudamericana,Farmacia,Buenos Aires,Martinez,,HIPOLITO IRIGOYEN  514,1640,20-17606912-1,(011) 47927116 ,No,No
Farmacia Castellano,Farmacia,Santa Fe,Maria Juana,,9 De Julio 266,2445,27-33654938-3,(03406)471446,No,No
Del Sol,Farmacia,Buenos Aires,Bahia Blanca,,Juan Molina 101,8000,27-22378828-4,(0291) 4564300,No,No
Farmacia Cohan S.C.S,Farmacia,Buenos Aires,Isidro Casanova,,Avenida Brigadier General Juan Manuel de Rosas 6933,1765,30-68015891-2,4625-0606 / 70790909,No,No
Farmacia Rosenfeld S.C.S,Farmacia,Buenos Aires,Ramos Mejia,,ALVARADO 896,1704,30-71480577-7,(011)4658-7013,No,No
Zaballa,Farmacia,Santa Fe,Bigand,,1º De Mayo 1696,3000,27-33487873-8,(03464) 15592222,No,No
Farmacia Raspo Munro,Farmacia,Buenos Aires,Munro,,Vélez Sársfield 4875,1605,33-71553243-9,(011) 47620902,No,No
Silvetti,Farmacia,Buenos Aires,Zarate,,JUSTA LIMA DE ATUCHA 330,2800,30-71500077-2,(03487)422201,No,No
Caimini,Farmacia,Buenos Aires,Campana,,BELGRANO 396,2804,20-21003666-1,(03489)42-2713,No,No
Estevan De Ergueta - Rio Ceballos,Farmacia,Cordoba,Rio Ceballos,,Av. San Martin 4426,5111,27-05983412-1,(03543) 3435333,No,No
Farmacia Fabio,Farmacia,Santa Fe,Rosario,,"Mendoza 1903, Rosario, Santa Fe, Argentina",2000,20-23465541-9,(0341)4477027,No,No
Universal,Farmacia,Buenos Aires,San Pedro,,"Carlos Pellegrini 1001, San Pedro, Provincia de Buenos Aires, Argentina",2930,20-27723549-9,(03329)423360,No,No
Iglesias,Farmacia,Buenos Aires,Campana,,MITRE AVDA.1144,2804,23-20981373-4,(03489)421-779,No,No
Rebaudengo,Farmacia,Cordoba,Calchin Oeste,,Av. Rafael Obligado 192,5964,23-21540518-4,(03532) 15417064,Si,Si
Monserrat,Farmacia,Cordoba,Cordoba,,Av. Baradero 2853,X5014DLY,20-24793073-7,(0351) 4644789  / 6266407 / 6122222 / 4645803,No,No
Machado Nasif ,Farmacia,Cordoba,Cordoba,,Chacabuco 155,5000,27-27010131-9,(0351)4247739,No,No
Danesa Srl (Cramer),Farmacia,Capital Federal,Capital Federal,BELGRANO,"Avenida Crámer 1963, Buenos Aires, Argentina",1428,30-52636082-2,(011)4782-7532,Si,No
Farmacia Bianchini,Farmacia,Santa Fe,Chabas,,LAVALLE 1457,2173,27-30677957-0,(03464)481578,No,No
Altos Del Golf,Farmacia,Buenos Aires,City Bell,,CALLE 467 N 4027(ESQ 135),1896,37-71580636-9,(0221)4589999,No,No
Farmacia Marzocca,Farmacia,Buenos Aires,Tandil,,MARCONI AVDA.1201,7000,30-71432573-2,(0249)4620836,No,No
Silvana Martinez,Farmacia,Cordoba,Cordoba,,"Avenida Bulnes 2830, Ciudad de Córdoba, Córdoba, Argentina",5013,23-22036601-4,(0351)4528279,No,No
Del Puerto (suc. Tejedor),Farmacia,Buenos Aires,Mar Del Plata,,Av. Carlos Tejedor 581,7600,30-71623726-1,2235924266,Si,Si
Altocanning ,Farmacia,Buenos Aires,Canning,,FORMOSA 603,1804,30-71236083-2,011-4389-2454,Si,No
Farmacia Del Concord,Farmacia,Buenos Aires,Pilar,,"VALENTIN GOMEZ UF 211 y PANAMERICANA KM 49,50",1629,30-71088071-5,02320-4300183,No,No
Farmacia Del Nuevo Paseo De Pilar  Scs (Nuevo Paseo),Farmacia,Buenos Aires,Pilar,,"PANAMERICANA KM 54,50",1629,30-71160291-3,0230-4374472,Si,No
Misback Alejandro (Misback1),Farmacia,Buenos Aires,Pilar,,AV.CAMAÑO N 1175 (LA ESCALA),1629,20-26471863-6,0230-4666185,No,No
Misback Sergio Oscar (Misback2),Farmacia,Buenos Aires,Manuel Alberti,,"Golfers C.C 2972, Small Center Tortugas",1667,20-23303681-2,0348-4639069,No,No
Paradiñeiro Victor Hugo (Paradi),Farmacia,Buenos Aires,Pilar,,CHUBUT S/N Y PANAM KM 50 (TORRES DEL SOL),1629,20-16259645-5,0230-4473405,No,No
Del Paseo,Farmacia,Buenos Aires,Del Viso,,PANAMERICANA KM 44 (PASEO PILAR),1669,27-17632904-7,02320-475372,No,No
Farmacia Romani,Farmacia,Buenos Aires,Olivos,,AV. MAIPU N 3548,1636,20-22991724-3,011-47944420,Si,No
Zanotta Laura Isabel (Zanotta),Farmacia,Buenos Aires,Escobar,,Ruta 25 S/N Esquina Lucio Mansilla 0,1625,27-17958919-8,0348-4424006,Si,No
Farmacia Altohey Scs (Hey),Farmacia,Buenos Aires,Pilar,,PANAMERICANA Y LAS MAGNOLIAS,1629,30-71567103-0,0230-4385805,No,No
Farmedica ,Farmacia,Buenos Aires,Junin,,ALBERDI 1860,6000,30-71255007-0,(0236)-4420162/441181,No,No
Farmacia Moderna Ix,Farmacia,Cordoba,La Carlota,,Hipólito Yrigoyen 346,2670,30-70889665-5,(0358) 4420440,No,No
Haniewicz ,Farmacia,Cordoba,Monte Cristo,,MANUEL PIZARRO 212,5124,20-22036999-5,(0351)4917078,No,No
Farmacia Merlo,Farmacia,Buenos Aires,Azul,,"Monseñor Caneva 540, Azul, Provincia de Buenos Aires, Argentina",7300,27-20827353-7,(02281)42-7267,No,No
Lider 820,Farmacia,Cordoba,Cordoba,,"Avenida Colón 820, Córdoba, Argentina",5000,30-70928404-1,(0351)15-403287,No,No
Farmacia Castini,Farmacia,Santa Fe,Rosario,,"9 de Julio 414, Rosario, Provincia de Santa Fe, Argentina",2000,27-17881617-4,(0341)440-1343,Si,Si
Puerto De Palos ,Farmacia,Cordoba,Cordoba,,PUERTO DE PALOS 1329,5012,23-25336330-4,(0351)-4718367,Si,No
Farmacia Silvestre,Farmacia,Buenos Aires,Mercedes,,CALLE 16 NRO 954,6600,27-05633034-3,(02324-421778),No,No
Stumpo,Farmacia,Santa Fe,Serodino,,"Avenida Mariano Moreno 360, Serodino, Provincia de Santa Fe, Argentina",2216,23-16649189-4,(03476)490324,No,Si
Km 47.5,Farmacia,Buenos Aires,Pilar,,"Colectora Este Ramal Km 47,5",1629,30-71617761-7,(0230) 4384995,Si,Si
Farmatodo - Colectora,Farmacia,Buenos Aires,Ingeniero Maschwitz,,Sgo. Del Estero 690,1075,30-71629357-9,(0348) 4255540,No,No
Farmacia Mutual Federada (Venado Tuerto),Farmacia,Santa Fe,Venado Tuerto,,Avenida Casey 597,2600,30-54159260-8,(03462)427716,No,No
Farmacia Mutual Federada (Cipolletti),Farmacia,Rio Negro,Cipolletti,,PACHECO 280,8324,30-54159260-8,(0299)4781633,No,No
Mutual Amur (san Lorenzo),Farmacia,Santa Fe,San Lorenzo,,"Avenida San Martín 1147, San Lorenzo, Provincia de Santa Fe, Argentina",2200,30-56751013-8,(03476)433662,No,No
Mutual Amur (parana) ,Farmacia,Entre Rios,Parana,,"Cervantes 99, Paraná, Entre Ríos, Argentina",3100,30-56751013-8,(0343)421-7015,No,No
Mutual Amur (venado Tuerto),Farmacia,Santa Fe,Venado Tuerto,,"Mitre 753, Venado Tuerto, Provincia de Santa Fe, Argentina",2600,30-56751013-8,(03462)428550,No,No
Mutual Amur (parana 5 Esquinas),Farmacia,Entre Rios,Parana,,FRANCISCO RAMIREZ AVDA. 2551,3100,30-56751013-8,(0343)4343841,No,No
Mutual Amur (gualeguaychu ),Farmacia,Entre Rios,Gualeguaychu,,URQUIZA 865,2820,30-56751013-8,(03446)-434710,No,No
Mutual Amur (san Francisco),Farmacia,Cordoba,San Francisco,,"25 de Mayo 2133, San Francisco, Provincia de Córdoba, Argentina",2400,30-56751013-8,(03564)430932,No,No
Mutual Amur (freyre),Farmacia,Cordoba,Freyre,,"Boulevard 25 de Mayo 360, Freyre, Provincia de Córdoba, Argentina",2413,30-56751013-8,(03564)462786,No,No
Farmacia Boyocchi,Farmacia,Cordoba,Tancacha,,Avenida San Martín 559,5933,23-22649852-4,(03571) 460888,Si,No
Farmacia Mestre,Farmacia,Buenos Aires,Zarate,,Avenida Mitre 1355,2800,27-20343104-5,03487 54-0049,No,No
Petri,Farmacia,Santa Fe,Venado Tuerto,,AZCUENAGA 904,2600,20-17603971-0,03462-422909,Si,No
Farmacia Molina ,Farmacia,Buenos Aires,San Pedro,,San Martin 665,2930,20-17851425-4,(03329) 426424,Si,No
Farmacia Cortes ,Farmacia,Entre Rios,Parana,,"Gral. Galan 1442, Paraná, Entre Ríos, Argentina",3104,20-21595493-6,(0343)437-3207,No,No
Mutual Federada,Farmacia,Buenos Aires,Bahia Blanca,,Yrigoyen 3684,8000,30-54159260-8,(0291)455-4243,No,No
Farmacia Mutual Federada (Cordoba),Farmacia,Cordoba,Cordoba,,"Humberto 1º 670, X5016 Córdoba",5004,30-54159260-8,0351-4318770,Si,Si
Mutual Federada (santa Rosa),Farmacia,La Pampa,Santa Rosa,,MORENO 364,6300,30-54159260-8,(02954)420111,No,No
Mutual Federada ( Villa Maria),Farmacia,Cordoba,Villa Maria,,25 DE MAYO 66 LOCAL 1,5220,30-54159260-8,(0353)454-6626,No,No
Farmacia Mutual Federada (Mar Del Plata),Farmacia,Buenos Aires,Mar Del Plata,,ALBERTI 3973,7600,30-54159260-8,(0223)474-0515,No,No
Elisa Laura Grasso (Farmacia Grasso),Farmacia,Santa Fe,Arroyo Seco,,"Intendente Costantini 53, Arroyo Seco, Santa Fe",2128,27-30590225-5,(03402)-421729,No,No
Farmacia Palasciano ,Farmacia,La Pampa,Santa Rosa,,HIPOLITO YRIGOYEN 398,6300,30-58266593-8,02954-41-6400,No,No
Burgos,Farmacia,Mendoza,Las Heras,,Burgos 619,5539,20-23180322-0,0261 4481866,Si,No
Pascual Segura,Farmacia,Mendoza,Las Heras,,Lisandro Moyano 891,5539,20-23180322-0,0261 4375273,No,No
Infanta,Farmacia,Mendoza,Las Heras,,B° Infanta M-2 C-14,5539,27-28514163-5,0261 4441982,Si,No
Farmacia Lider Richieri,Farmacia,Cordoba,Cordoba,,Avenida Tte Gral Pablo Riccheri 3316,5014,30-70928404-1,(0810)888-1414,No,No
Red General Paz Urca,Farmacia,Cordoba,Cordoba,,"Emilio Lamarca 4135, DVO, Provincia de Córdoba, Argentina",5000,30-71569993-8,(0351)366-6948,Si,No
Farmacia Malen ,Farmacia,Buenos Aires,Mar Del Plata,,CATAMARCA 3201,7602,20-17509368-1,(0223)47-32646,No,No
Farmacia Social Cobo Srl,Farmacia,Capital Federal,Capital Federal,Parque Chacabuco,COBO AVDA. 1185/89,1424,30-66127262-3,(011)4923-9917,No,No
Farmacia Mutual Acindar Salud,Farmacia,Buenos Aires,San Nicolas De Los Arroyos,,MARIANO MORENO AVDA.42,2900,30-54617227-5,(03400) 474837 / 4475505,No,No
Farma Libertad ,Farmacia,Cordoba,Cordoba,,Avenida Amadeo Sabattini 3250,5014,30-71600808-4,3513271582,Si,Si
Farmacia Kurth,Farmacia,Santa Fe,Murphy,,"San Martín 411, Murphy, Provincia de Santa Fe, Argentina",2601,27-25116370-2,(03462)441423,No,No
Maria Auxiliadora,Farmacia,San Luis,San Luis,,Avenida España 546,5700,30-58129225-9,(0266)442-0907,No,No
Arossa,Farmacia,Cordoba,Villa Del Rosario,,"Avenida San Martín 1098, Villa del Rosario, Cordoba, Argentina",5963,20-22767201-4,(03573) 422768 / 15403080,No,No
Peretto,Farmacia,Buenos Aires,Lujan,,25 DE MAYO 220,6700,27-23775167-7,(02323)42-9615,No,No
Farmacia Ciriaci,Farmacia,Santa Fe,San Jose De La Esquina,,"S2185 San Jose De La Esq., Santa Fe",2185,20-23912454-3,(03467)46-0848,Si,Si
Farmacia Del Leon,Farmacia,Santa Fe,Rosario,,CORDOBA 1704,2000,27-27230176-5,(0341)449-9494,Si,No
Inserpharma Sa (Retiro),Farmacia,Capital Federal,Capital Federal,RETIRO,AV. RAMOS MEJIA 1340 LOCAL 23,1104,30-71590803-0,011-4312-6746,No,No
Central Sur Numancia,Farmacia,Buenos Aires,Guernica,,Av. Aeronautica Argentina 6b,1862,30-71622571-9,(011) 65100756,Si,Si
Farmabelen Suc. Saenz,Farmacia,Capital Federal,Capital Federal,POMPEYA,Av. Sáenz 928,1437,30-70885544-4,(011) 49129511 / 46019969,No,No
Farmacia Sunchales ,Farmacia,Buenos Aires,Gonzalez Catan,,SUNCHALES 6307,1758,30-71499253-4,(011)4651-1613,No,No
Farmacia Guberman ,Farmacia,Buenos Aires,Isidro Casanova,,Avenida J. M. De Rosas 5892,1754,33-70745554-9,(011) 44661503,No,No
Analia Sosa,Farmacia,Cordoba,Villa Del Rosario,,"9 de Julio 999, Villa del Rosario, Cordoba, Argentina",5963,27-20592162-7,(03573)422483,Si,Si
Farmacia Filgueira Chiozza,Farmacia,Buenos Aires,San Bernardo,,CHIOZZA 2428,6561,20-05255910-4,(02257)460218,No,No
Farmacia Filgueira Fernandez,Farmacia,Buenos Aires,Villa Gesell,,Av. 3 N 899 y Paseo 109,7165,30-71013521-1,(02255) 462327,No,No
Parque Iii,Farmacia,Cordoba,Cordoba,,"Avenida Ricardo Rojas 7472, Córdoba, Argentina",5022,27-32337514-9,(03543)40-5623,No,No
Farmacia Andriola,Farmacia,Buenos Aires,Mar De Ajo,,"Francisco de las Carreras 126, Mar de Ajó, Provincia de Buenos Aires, Argentina",7109,30-70894976-7,(02257)420180,No,No
Farmacia La Capital,Farmacia,Santa Fe,Rosario,,CORRIENTES 1402 ,2000,20-20806316-3, 0341 328-4215 ,No,No
Farmacia De Caria,Farmacia,Buenos Aires,Turdera,,ANTARTIDA ARGENTINA 400,1836,27-17698402-9,(011)4298-0550,No,No
Farmacia Garis ,Farmacia,Santa Fe,Rosario,,GENERAL URQUIZA 1605,2000,27-17849920-9,(0341)425-9510,No,No
Fiordelmondo,Farmacia,Buenos Aires,Bahia Blanca,,REMEDIOS DE ESCALADA 3,8001,20-17235227-9,(0291) 4815467,No,No
Farmacia Perez Herrera ,Farmacia,Santa Fe,Funes,,CORDOBA 2576 LOCAL 2,2132,30-71586228-6,(0341)231-13030,Si,No
Farma 365 - Sp Hezle Center,Farmacia,Buenos Aires,Loma Verde,,Colectora Oeste 770,1625,30-71596200-0,(011) 39142848,No,No
Farmacia Colon Srl,Farmacia,Cordoba,Cordoba,,COLON 502,5000,33-70819586-9,(0351)422-2630 ,No,No
Farmacia Attme ,Farmacia,Santa Fe,Rosario,,EVA PERON 4790,2000,20-25206577-7,(0341)4381402,No,No
Farmacia Porcel ,Farmacia,Santa Fe,Rosario,,AYOLAS 396,2001,27-22329167-3,(0341)465-5050,No,No
Farmacia Charite ,Farmacia,Capital Federal,Capital Federal,PALERMO,PARAGUAY 5002,1425,30-71164954-5,(011)4777-4699,Si,Si
Municipal,Farmacia,Mendoza,Las Heras,,Río Diamante 2966,5539,27-28514163-5,0261 4447755,Si,No
Farmacia Mugica,Farmacia,Santa Fe,San Lorenzo,,BV URQUIZA 801,2200,23-33706673-9,(03476)432184,No,No
Farmacia San Miguel ,Farmacia,Cordoba,Villa Carlos Paz,,"Moreno 80, X5152 Villa Carlos Paz, Córdoba",5152,20-27540880-9,(03541)15535411,No,No
Farmacia Plazoleta Esquina Norte,Farmacia,Tucuman,San Miguel De Tucuman,,Av. Juan B. Justo 949,4001,30-70969581-5,(0381) 4217135,No,No
Plazoleta Yerba Buena,Farmacia,Tucuman,San Miguel De Tucuman,,Av. Aconquija 2099,4107,30-70969581-5,(0381) 4256840,No,No
Farmacia Plazoleta Sur,Farmacia,Tucuman,San Miguel De Tucuman,,Lavalle 2770,4000,30-70969581-5,(0381) 4234590,No,No
Farmacia Plazoleta Belgrano,Farmacia,Tucuman,San Miguel De Tucuman,,Av. Belgrano 1625,4000,30-70969581-5,(0381) 4238659,No,No
Farmacia Plazoleta Del Parque,Farmacia,Tucuman,San Miguel De Tucuman,,Av. Soldati 86 (Complejo Refinor),4000,33-70714546-9,(0381) 4224442,No,No
Farmacia Plazoleta Roca,Farmacia,Tucuman,San Javier,,Av. Néstor Kirchner 2310 - Local 5,4000,33-71061893-9,(0381) 4830500 / 4830600,No,No
Farmacia Kreff,Farmacia,Buenos Aires,Tres Arroyos,,"Avenida Belgrano 301, Tres Arroyos, Provincia de Buenos Aires, Argentina",7500,23-23303383-9,(02983) 423118,No,No
Farmacia Podesta ,Farmacia,Buenos Aires,Tres Arroyos,,BETOLAZA 114,7500,27-20044227-5,(02983) 432582,No,No
Farmacia Verkuyl,Farmacia,Buenos Aires,Tres Arroyos,,Avenida Moreno 315,7500,27-28299800-4,(02983)42-3408,No,No
Asociación Mutual De Ayuda Entre Asociados Del Cauc,Farmacia,Santa Fe,Casilda,,Boulevard Ovidio Lagos 2744,2170,33-61354784-9,03464 - 437990 -  427361 - ,No,No
Farmacia Muñeira Sa,Farmacia,Capital Federal,Capital Federal,BALVANERA,PICHINCHA 211,1082,30-70739911-9,(011)4954-3517,No,No
Farmacia Bande,Farmacia,Buenos Aires,Moron,,Gobernador Valentín Vergara 91,1708,27-17108703-7,(011)448-30416,No,No
Farmacia Vital Sa,Farmacia,Capital Federal,Capital Federal,VILLA URQUIZA,DE LOS CONSTITUYENTES 6117 ,1431,30-64275741-1,(011)4574-5866,No,No
Farmacia Di Rocco,Farmacia,Buenos Aires,Tres Arroyos,,Avenida Moreno 953,7500,27-20044576-2,(02983)430479,No,No
Gesellfarma Scs,Farmacia,Buenos Aires,Villa Gesell,,"Avenida 3 n 2049, Villa Gesell, Provincia de Buenos Aires, Argentina",7165,30-71615445-5,(02255)462474,No,No
Farmacia Farmagesell,Farmacia,Buenos Aires,Villa Gesell,,"Av. 4 & Paseo 114, Villa Gesell, Provincia de Buenos Aires, Argentina",7165,33-70947150-9,(02255)462474,No,No
Farmacia Sala,Farmacia,Santa Fe,Rosario,,MENDOZA 4903 ,2002,27-21008210-2,(0341)436-0995,No,No
Nueva Farma Castelar,Farmacia,Buenos Aires,Castelar,,"Santa Rosa 1409, Castelar, Provincia de Buenos Aires, Argentina",1712,30-71631039-2,(011)60699557,No,No
Daniela Jalit,Farmacia,Santa Fe,San Vicente,,BV 9 DE JULIO 263,2447,27-20145792-6,03492-471491,Si,Si
Comas,Farmacia,Buenos Aires,Bolivar,,Avenida San Martín 600,6550,27-17721954-7,(02314) 428430,No,No
Farmacia El Jardin,Farmacia,Mendoza,Junin,,San Martin 135,5573,27-22402811-9,(0261)4498454,No,No
Farmacia Tres Arroyos Scs,Farmacia,Buenos Aires,Tres Arroyos,,"Avenida San Martín 733, Tres Arroyos, Provincia de Buenos Aires, Argentina",7500,30-66749132-7,02983-423774,No,No
Raspo Grand Bourg,Farmacia,Buenos Aires,Grand Bourg,,EVA DUARTE DE PERON AVDA. 1202,1615,30-71493212-4,(02320)685800,No,No
Farmacia Roldan,Farmacia,Santa Fe,Rosario,,Balcarce 162,2000,27-17716723-7,(0341) 4219791,Si,No
